Person_id,Family_Number,Person_Number,Person_Name,Relation_to_Head,Gender,Age,Nationality_Type,Nationality,Trips_Done,Occupation_Status,Occupation_Type,Usual_Mode_of_Travel,License_Type,Bus_Pass,Special_Needs,Car_Available,Person_id_bk,Age_Group,Occupation_Group,Family_income_band,Family_cars,HH_Car_AV,p_car_AV,Tour,Trip,Goout,Inc_group,Inc_group_order,PersonGroup,PersonGroup_inc,PersonGroup_inc_cv,Old_car_AV,B,E,H,O,S,W,X,Y
2365602,23656,2,Ms. B,Wife,Female,34-44,Saudi,,Yes,House Person,,,No License,No,No Problem,Always,2365602,34-44,NW,9,2,Car_Av,CA,1,2,1,H,3H,Saudi_NW_Female,Saudi_NW_Female_3H,Saudi_NW_Female_3H_CA,CA,0,0,1,1,0,0,0,0
2365603,23656,3,Mr. C,Son/Daughter,Male,18-24,Saudi,,Yes,Student - University: Full-Time (does not work),,,Car Only,No,No Problem,Always,2365603,18-24,S,9,2,Car_Av,CA,1,2,1,H,3H,Saudi_S_Male,Saudi_S_Male,Saudi_S_Male_CA,CA,0,1,1,0,0,0,0,0
2365604,23656,4,Mr. D,Son/Daughter,Male,Dec-15,Saudi,,Yes,Student - Primary School,,Car as Passenger,No License,No,No Problem,Sometimes,2365604,Dec-15,SP,9,2,Car_Av,CA,2,4,1,H,3H,Saudi_SP_Male,Saudi_SP_Male,Saudi_SP_Male_CA,CA,0,1,2,1,0,0,0,0
2399701,23997,1,Mr. A,Head of Household,Male,35,Non-Saudi Non-Arab,Burma,Yes,Full Time Employed,personal office,Car as Driver,Car Only,No,No Problem,Always,2399701,34-44,W,99,0,Car_Nav,CA,2,7,1,M,2M,Non-Saudi Non-Arab_W_Male,Non-Saudi Non-Arab_W_Male_2M,Non-Saudi Non-Arab_W_Male_2M_CA,CA,0,0,2,1,1,2,1,0
2399702,23997,2,Mr. B,Siblings,Male,30,Non-Saudi Non-Arab,Burma,Yes,Full Time Employed,personal office,Car as Passenger,Car Only,No,No Problem,Always,2399702,25-34,W,99,0,Car_Nav,CA,1,5,1,M,2M,Non-Saudi Non-Arab_W_Male,Non-Saudi Non-Arab_W_Male_2M,Non-Saudi Non-Arab_W_Male_2M_CA,CA,0,0,1,1,0,2,1,0
2378201,23782,1,Mr. A,Head of Household,Male,57,Saudi,,Yes,Full Time Employed,Offices - government,Car as Driver,Car Only,No,No Problem,Always,2378201,55-64,W,8,1,Car_Av,CA,1,2,1,H,3H,Saudi_W_Male,Saudi_W_Male_3H,Saudi_W_Male_3H_CA,CA,0,0,1,0,0,1,0,0
2378202,23782,2,Ms. B,Wife,Female,38,Saudi,,Yes,House Person,,,No License,No,No Problem,Always,2378202,34-44,NW,8,1,Car_Av,CA,1,2,1,H,3H,Saudi_NW_Female,Saudi_NW_Female_3H,Saudi_NW_Female_3H_CA,CA,0,0,1,0,1,0,0,0
2378203,23782,3,Mr. C,Son/Daughter,Male,3,Saudi,,Because he is small,Child at nursery,,,No License,,No Problem,,2378203,<=5,NW,8,1,Car_Av,CA,1,2,1,H,3H,Saudi_NW_Male,Saudi_NW_Male_3H,Saudi_NW_Male_3H_CA,NCA,0,0,1,0,1,0,0,0
2432001,24320,1,Mr. A,Head of Household,Male,34,Saudi,,Yes,Full Time Employed,Offices - government,Car as Driver,Car Only,No,No Problem,Always,2432001,25-34,W,7,1,Car_Av,CA,1,2,1,M,2M,Saudi_W_Male,Saudi_W_Male_2M,Saudi_W_Male_2M_CA,CA,0,1,1,0,0,0,0,0
2432002,24320,2,Ms. B,Wife,Female,27,Saudi,,housewife,Unemployed,,,No License,No,No Problem,Always,2432002,25-34,NW,7,1,Car_Av,CA,0,0,0,M,2M,Saudi_NW_Female,Saudi_NW_Female_2M,Saudi_NW_Female_2M_CA,CA,0,0,0,0,0,0,0,0
2432003,24320,3,Mr. C,Son/Daughter,Male,7,Saudi,,Yes,Student - Elementary School,,School Bus,No License,No,No Problem,Always,2432003,06-Nov,SP,7,1,Car_Av,CA,1,2,1,M,2M,Saudi_SP_Male,Saudi_SP_Male,Saudi_SP_Male_CA,CA,0,1,1,0,0,0,0,0
2432004,24320,4,Mr. D,Son/Daughter,Male,3,Saudi,,There is no ride,Child not at nursery,,,No License,,No Problem,,2432004,<=5,NW,7,1,Car_Av,NCA,0,0,0,M,2M,Saudi_NW_Male,Saudi_NW_Male_2M,Saudi_NW_Male_2M_NCA,NCA,0,0,0,0,0,0,0,0
2040101,20401,1,Ms. A,Head of Household,Female,25-34,Saudi,,Yes,Full Time Employed,personal office,Car as Driver,Car Only,No,No Problem,Always,2040101,25-34,W,4,1,Car_Av,CA,2,4,1,L,1L,Saudi_W_Female,Saudi_W_Female_1L,Saudi_W_Female_1L_CA,CA,0,0,2,1,0,1,0,0
2040102,20401,2,Ms. B,Son/Daughter,Female,18-24,Saudi,,Yes,Unemployed,,,Car Only,No,No Problem,Always,2040102,18-24,NW,4,1,Car_Av,CA,1,2,1,L,1L,Saudi_NW_Female,Saudi_NW_Female_1L,Saudi_NW_Female_1L_CA,CA,0,0,1,1,0,0,0,0
2370501,23705,1,Mr. A,Head of Household,Male,32,Saudi,,Yes,Full Time Employed,personal office,Car as Driver,Car Only,No,No Problem,Always,2370501,25-34,W,8,2,Car_Av,CA,1,2,1,H,3H,Saudi_W_Male,Saudi_W_Male_3H,Saudi_W_Male_3H_CA,CA,0,0,1,0,0,1,0,0
2370502,23705,2,Ms. B,Wife,Female,32,Saudi,,Yes,Full Time Employed,Medical Hospital - Health Center (Governmental),Car as Driver,Car Only,No,No Problem,Sometimes,2370502,25-34,W,8,2,Car_Av,CA,1,3,1,H,3H,Saudi_W_Female,Saudi_W_Female_3H,Saudi_W_Female_3H_CA,CA,0,0,1,0,1,1,0,0
2370503,23705,3,Ms. C,Son/Daughter,Female,4,Saudi,,no,Child not at nursery,,,No License,,No Problem,,2370503,<=5,NW,8,2,Car_Av,NCA,0,0,0,H,3H,Saudi_NW_Female,Saudi_NW_Female_3H,Saudi_NW_Female_3H_NCA,NCA,0,0,0,0,0,0,0,0
2370504,23705,4,Ms. D,Son/Daughter,Female,2,Saudi,,no,Child not at nursery,,,No License,,No Problem,,2370504,<=5,NW,8,2,Car_Av,NCA,0,0,0,H,3H,Saudi_NW_Female,Saudi_NW_Female_3H,Saudi_NW_Female_3H_NCA,NCA,0,0,0,0,0,0,0,0
2268401,22684,1,Mr. A,Head of Household,Male,34-44,Saudi,,Yes,Full Time Employed,personal office,Car as Driver,Car Only,No,No Problem,Always,2268401,34-44,W,6,1,Car_Av,CA,2,4,1,M,2M,Saudi_W_Male,Saudi_W_Male_2M,Saudi_W_Male_2M_CA,CA,0,0,2,1,0,1,0,0
2268402,22684,2,Ms. B,Wife,Female,32,Saudi,,Yes,Full Time Employed,Education - school,Car as Driver,Car Only,No,No Problem,Always,2268402,25-34,W,6,1,Car_Av,CA,1,2,1,M,2M,Saudi_W_Female,Saudi_W_Female_2M,Saudi_W_Female_2M_CA,CA,0,0,1,0,0,1,0,0
2151301,21513,1,Mr. A,Head of Household,Male,25-34,Saudi,,Yes,Full Time Employed,Offices - government,Car as Driver,Car Only,No,No Problem,Always,2151301,25-34,W,5,1,Car_Av,CA,1,3,1,M,2M,Saudi_W_Male,Saudi_W_Male_2M,Saudi_W_Male_2M_CA,CA,0,0,1,0,1,1,0,0
2151302,21513,2,Ms. B,Wife,Female,25-34,Saudi,,Yes,House Person,,,No License,No,No Problem,Sometimes,2151302,25-34,NW,5,1,Car_Av,CA,1,2,1,M,2M,Saudi_NW_Female,Saudi_NW_Female_2M,Saudi_NW_Female_2M_CA,NCA,0,0,1,1,0,0,0,0
2151303,21513,3,Mr. C,Son/Daughter,Male,18-24,Saudi,,Yes,Student - University: Full-Time (does not work),,,Car Only,No,No Problem,Sometimes,2151303,18-24,S,5,1,Car_Av,CA,1,2,1,M,2M,Saudi_S_Male,Saudi_S_Male,Saudi_S_Male_CA,NCA,0,1,1,0,0,0,0,0
2151304,21513,4,Mr. D,Son/Daughter,Male,Dec-15,Saudi,,Yes,Student - Primary School,,School Bus,No License,No,No Problem,Sometimes,2151304,Dec-15,SP,5,1,Car_Av,NCA,1,2,1,M,2M,Saudi_SP_Male,Saudi_SP_Male,Saudi_SP_Male_NCA,NCA,0,1,1,0,0,0,0,0
2099901,20999,1,Mr. A,Head of Household,Male,47,Saudi,,Yes,Retired,,,Car Only,No,No Problem,Always,2099901,45-54,NW,7,1,Car_Av,CA,2,8,1,M,2M,Saudi_NW_Male,Saudi_NW_Male_2M,Saudi_NW_Male_2M_CA,CA,0,0,2,1,1,0,2,2
2099902,20999,2,Ms. B,Wife,Female,36,Saudi,,Yes,House Person,,,No License,No,No Problem,Never,2099902,34-44,NW,7,1,Car_Av,CA,1,4,1,M,2M,Saudi_NW_Female,Saudi_NW_Female_2M,Saudi_NW_Female_2M_CA,NCA,0,0,1,0,0,0,2,1
2099903,20999,3,Mr. C,Son/Daughter,Male,12,Saudi,,Yes,Student - Elementary School,,Car as Passenger,No License,No,No Problem,Never,2099903,Dec-15,SP,7,1,Car_Av,CA,1,4,1,M,2M,Saudi_SP_Male,Saudi_SP_Male,Saudi_SP_Male_CA,NCA,0,1,1,0,0,0,2,0
2099904,20999,4,Ms. D,Son/Daughter,Female,4,Saudi,,No reason to get out,Child not at nursery,,,No License,,No Problem,Never,2099904,<=5,NW,7,1,Car_Av,NCA,0,0,0,M,2M,Saudi_NW_Female,Saudi_NW_Female_2M,Saudi_NW_Female_2M_NCA,NCA,0,0,0,0,0,0,0,0
2099905,20999,5,Mr. E,Son/Daughter,Male,1,Saudi,,no,Child not at nursery,,,No License,,No Problem,,2099905,<=5,NW,7,1,Car_Av,NCA,0,0,0,M,2M,Saudi_NW_Male,Saudi_NW_Male_2M,Saudi_NW_Male_2M_NCA,NCA,0,0,0,0,0,0,0,0
2432101,24321,1,Mr. A,Head of Household,Male,28,Saudi,,Yes,Full Time Employed,military,Car as Driver,Car Only,No,No Problem,Always,2432101,25-34,W,4,1,Car_Av,CA,1,3,1,L,1L,Saudi_W_Male,Saudi_W_Male_1L,Saudi_W_Male_1L_CA,CA,0,0,1,1,1,0,0,0
2432102,24321,2,Ms. B,Wife,Female,23,Saudi,,housewife,Unemployed,,,No License,No,No Problem,Always,2432102,18-24,NW,4,1,Car_Av,CA,0,0,0,L,1L,Saudi_NW_Female,Saudi_NW_Female_1L,Saudi_NW_Female_1L_CA,CA,0,0,0,0,0,0,0,0
2066601,20666,1,Mr. A,Head of Household,Male,69,Saudi,,old,Retired,,,Car Only,No,No Problem,Always,2066601,65-74,NW,4,1,Car_Av,CA,0,0,0,L,1L,Saudi_NW_Male,Saudi_NW_Male_1L,Saudi_NW_Male_1L_CA,CA,0,0,0,0,0,0,0,0
2066602,20666,2,Mr. B,Son/Daughter,Male,39,Saudi,,unemployed,Disabled / Sick,,,Car Only,No,Other,Always,2066602,34-44,NW,4,1,Car_Av,CA,0,0,0,L,1L,Saudi_NW_Male,Saudi_NW_Male_1L,Saudi_NW_Male_1L_CA,CA,0,0,0,0,0,0,0,0
2066603,20666,3,Mr. C,Son/Daughter,Male,30,Saudi,,unemployed,Unemployed,,,Car Only,No,No Problem,Sometimes,2066603,25-34,NW,4,1,Car_Av,NCA,0,0,0,L,1L,Saudi_NW_Male,Saudi_NW_Male_1L,Saudi_NW_Male_1L_NCA,NCA,0,0,0,0,0,0,0,0
2066604,20666,4,Mr. D,Son/Daughter,Male,26,Saudi,,Yes,Full Time Employed,Commercial trade - non-office,Car as Driver,Car Only,No,No Problem,Always,2066604,25-34,W,4,1,Car_Av,CA,1,2,1,L,1L,Saudi_W_Male,Saudi_W_Male_1L,Saudi_W_Male_1L_CA,CA,0,0,1,0,0,1,0,0
2066605,20666,5,Mr. E,Son/Daughter,Male,24,Saudi,,Yes,Full Time Employed,Education - university,Car as Passenger,Car Only,No,No Problem,Always,2066605,18-24,W,4,1,Car_Av,CA,1,2,1,L,1L,Saudi_W_Male,Saudi_W_Male_1L,Saudi_W_Male_1L_CA,CA,0,1,1,0,0,0,0,0
2066606,20666,6,Ms. F,Son/Daughter,Female,22,Saudi,,idle,Unemployed,,,No License,No,No Problem,Sometimes,2066606,18-24,NW,4,1,Car_Av,NCA,0,0,0,L,1L,Saudi_NW_Female,Saudi_NW_Female_1L,Saudi_NW_Female_1L_NCA,NCA,0,0,0,0,0,0,0,0
2066607,20666,7,Mr. G,Son/Daughter,Male,14,Saudi,,Yes,Student - Primary School,,6 - 10 mins walk,No License,No,No Problem,Always,2066607,Dec-15,SP,4,1,Car_Av,CA,1,2,1,L,1L,Saudi_SP_Male,Saudi_SP_Male,Saudi_SP_Male_CA,CA,0,1,1,0,0,0,0,0
2077601,20776,1,Mr. A,Head of Household,Male,37,Saudi,,Yes,Full Time Employed,Education - school,Car as Driver,Car Only,No,No Problem,Always,2077601,34-44,W,5,4,Car_Av,CA,1,7,1,M,2M,Saudi_W_Male,Saudi_W_Male_2M,Saudi_W_Male_2M_CA,CA,0,0,1,2,2,2,0,0
2077602,20776,2,Ms. B,Wife,Female,34,Saudi,,Yes,House Person,,,No License,No,No Problem,Sometimes,2077602,25-34,NW,5,4,Car_Av,NCA,1,3,1,M,2M,Saudi_NW_Female,Saudi_NW_Female_2M,Saudi_NW_Female_2M_NCA,NCA,0,0,1,1,1,0,0,0
2077603,20776,3,Mr. C,Son/Daughter,Male,15,Saudi,,Yes,Student - Primary School,,School Bus,No License,No,No Problem,Always,2077603,Dec-15,SP,5,4,Car_Av,CA,1,2,1,M,2M,Saudi_SP_Male,Saudi_SP_Male,Saudi_SP_Male_CA,CA,0,1,1,0,0,0,0,0
2077604,20776,4,Ms. D,Son/Daughter,Female,10,Saudi,,Yes,Student - Elementary School,,School Bus,No License,Yes,No Problem,Always,2077604,06-Nov,SP,5,4,Car_Av,CA,1,4,1,M,2M,Saudi_SP_Female,Saudi_SP_Female,Saudi_SP_Female_CA,CA,0,2,1,1,0,0,0,0
2007601,20076,1,Mr. A,Head of Household,Male,28,Saudi,,Yes,Full Time Employed,personal office,Car as Driver,Car Only,No,No Problem,Always,2007601,25-34,W,8,1,Car_Av,CA,1,2,1,H,3H,Saudi_W_Male,Saudi_W_Male_3H,Saudi_W_Male_3H_CA,CA,0,0,1,0,0,1,0,0
2007602,20076,2,Ms. B,Wife,Female,26,Saudi,,Yes,Unemployed,,,Car Only,No,No Problem,Sometimes,2007602,25-34,NW,8,1,Car_Av,CA,1,2,1,H,3H,Saudi_NW_Female,Saudi_NW_Female_3H,Saudi_NW_Female_3H_CA,NCA,0,0,1,0,1,0,0,0
2226801,22268,1,Mr. A,Head of Household,Male,45-54,Non-Saudi Arab,Palestine,Yes,Full Time Employed,Transport - port / port,Car as Driver,Car Only,No,No Problem,Always,2226801,45-54,W,1,1,Car_Av,CA,2,4,1,L,1L,Non-Saudi Arab_W_Male,Non-Saudi Arab_W_Male_1L,Non-Saudi Arab_W_Male_1L_CA,CA,0,0,2,0,0,2,0,0
2226802,22268,2,Ms. B,Wife,Female,45-54,Non-Saudi Arab,Palestine,Yes,Unemployed,,,No License,No,No Problem,Never,2226802,45-54,NW,1,1,Car_Av,CA,1,2,1,L,1L,Non-Saudi Arab_NW_Female,Non-Saudi Arab_NW_Female_1L,Non-Saudi Arab_NW_Female_1L_CA,NCA,0,0,1,1,0,0,0,0
2226803,22268,3,Mr. C,Son/Daughter,Male,34-44,Non-Saudi Arab,Palestine,Yes,Full Time Employed,"Industrial/Mechanics, Factory Shops, Logistics",Car as Driver,Car Only,No,No Problem,Always,2226803,34-44,W,1,1,Car_Av,CA,2,4,1,L,1L,Non-Saudi Arab_W_Male,Non-Saudi Arab_W_Male_1L,Non-Saudi Arab_W_Male_1L_CA,CA,0,0,2,1,0,1,0,0
2386901,23869,1,Mr. A,Head of Household,Male,34-44,Non-Saudi Arab,Yemen,Yes,Full Time Employed,Commercial trade - non-office,Car as Driver,Car Only,No,No Problem,Always,2386901,34-44,W,4,2,Car_Av,CA,1,3,1,L,1L,Non-Saudi Arab_W_Male,Non-Saudi Arab_W_Male_1L,Non-Saudi Arab_W_Male_1L_CA,CA,0,0,1,1,0,1,0,0
2386902,23869,2,Ms. B,Parents / Grandparents,Female,55-64,Non-Saudi Arab,Yemen,Yes,Unemployed,,,No License,No,Wheelchair User,Always,2386902,55-64,NW,4,2,Car_Av,CA,1,2,1,L,1L,Non-Saudi Arab_NW_Female,Non-Saudi Arab_NW_Female_1L,Non-Saudi Arab_NW_Female_1L_CA,CA,0,0,1,1,0,0,0,0
2386903,23869,3,Mr. C,Siblings,Male,<=5,Non-Saudi Arab,Yemen,Yes,Student - Elementary School,,School Bus,No License,No,No Problem,Always,2386903,<=5,SP,4,2,Car_Av,CA,1,2,1,L,1L,Non-Saudi Arab_SP_Male,Non-Saudi Arab_SP_Male,Non-Saudi Arab_SP_Male_CA,CA,0,1,1,0,0,0,0,0
2386904,23869,4,Mr. D,Siblings,Male,06-Nov,Non-Saudi Arab,Yemen,Yes,Student - Elementary School,,School Bus,No License,No,No Problem,Always,2386904,06-Nov,SP,4,2,Car_Av,CA,1,2,1,L,1L,Non-Saudi Arab_SP_Male,Non-Saudi Arab_SP_Male,Non-Saudi Arab_SP_Male_CA,CA,0,1,1,0,0,0,0,0
2386905,23869,5,Mr. E,Siblings,Male,<=5,Non-Saudi Arab,Yemen,child,Child not at nursery,,,No License,,No Problem,,2386905,<=5,NW,4,2,Car_Av,NCA,0,0,0,L,1L,Non-Saudi Arab_NW_Male,Non-Saudi Arab_NW_Male_1L,Non-Saudi Arab_NW_Male_1L_NCA,NCA,0,0,0,0,0,0,0,0
2386906,23869,6,Ms. F,Siblings,Female,<=5,Non-Saudi Arab,Yemen,child,Child not at nursery,,,No License,,No Problem,,2386906,<=5,NW,4,2,Car_Av,NCA,0,0,0,L,1L,Non-Saudi Arab_NW_Female,Non-Saudi Arab_NW_Female_1L,Non-Saudi Arab_NW_Female_1L_NCA,NCA,0,0,0,0,0,0,0,0
2386907,23869,7,Ms. G,Son/Daughter,Female,<=5,Non-Saudi Arab,Yemen,child,Child not at nursery,,,No License,,No Problem,,2386907,<=5,NW,4,2,Car_Av,NCA,0,0,0,L,1L,Non-Saudi Arab_NW_Female,Non-Saudi Arab_NW_Female_1L,Non-Saudi Arab_NW_Female_1L_NCA,NCA,0,0,0,0,0,0,0,0
2221001,22210,1,Mr. A,Head of Household,Male,60,Saudi,,Yes,Retired,,,Car Only,No,No Problem,Always,2221001,55-64,NW,9,2,Car_Av,CA,2,4,1,H,3H,Saudi_NW_Male,Saudi_NW_Male_3H,Saudi_NW_Male_3H_CA,CA,0,1,2,1,0,0,0,0
2221002,22210,2,Ms. B,Wife,Female,55,Saudi,,Yes,Unemployed,,,Car Only,No,No Problem,Always,2221002,55-64,NW,9,2,Car_Av,CA,1,2,1,H,3H,Saudi_NW_Female,Saudi_NW_Female_3H,Saudi_NW_Female_3H_CA,CA,0,0,1,1,0,0,0,0
2221003,22210,3,Mr. C,Son/Daughter,Male,25,Saudi,,Yes,Full Time Employed,personal office,Car as Driver,Car Only,No,No Problem,Always,2221003,25-34,W,9,2,Car_Av,CA,1,2,1,H,3H,Saudi_W_Male,Saudi_W_Male_3H,Saudi_W_Male_3H_CA,CA,0,0,1,0,0,1,0,0
2221004,22210,4,Ms. D,Son/Daughter,Female,13,Saudi,,Yes,Student - Primary School,,Car as Passenger,No License,No,No Problem,Always,2221004,Dec-15,SP,9,2,Car_Av,CA,2,4,1,H,3H,Saudi_SP_Female,Saudi_SP_Female,Saudi_SP_Female_CA,CA,0,1,2,1,0,0,0,0
2111701,21117,1,Mr. A,Head of Household,Male,68,Saudi,,Yes,Retired,,,No License,No,No Problem,Always,2111701,65-74,NW,5,1,Car_Av,CA,3,6,1,M,2M,Saudi_NW_Male,Saudi_NW_Male_2M,Saudi_NW_Male_2M_CA,CA,0,1,3,0,1,0,0,1
2111702,21117,2,Mr. B,Husband,Male,55,Saudi,,homework,Unemployed,,,No License,No,No Problem,Sometimes,2111702,55-64,NW,5,1,Car_Av,NCA,0,0,0,M,2M,Saudi_NW_Male,Saudi_NW_Male_2M,Saudi_NW_Male_2M_NCA,NCA,0,0,0,0,0,0,0,0
2111703,21117,3,Ms. C,Son/Daughter,Female,16,Saudi,,Yes,Student - Secondary School,,Car as Passenger,No License,No,No Problem,Sometimes,2111703,16-17,SS,5,1,Car_Av,CA,1,2,1,M,2M,Saudi_SS_Female,Saudi_SS_Female,Saudi_SS_Female_CA,CA,0,1,1,0,0,0,0,0
2111704,21117,4,Ms. D,Son/Daughter,Female,11,Saudi,,Yes,Student - Elementary School,,Car as Passenger,No License,No,No Problem,Sometimes,2111704,06-Nov,SP,5,1,Car_Av,CA,1,2,1,M,2M,Saudi_SP_Female,Saudi_SP_Female,Saudi_SP_Female_CA,CA,0,1,1,0,0,0,0,0
2321801,23218,1,Mr. A,Head of Household,Male,40,Non-Saudi Non-Arab,India,Yes,Full Time Employed,personal office,Car as Driver,Car Only,No,No Problem,Always,2321801,34-44,W,4,1,Car_Av,CA,2,4,1,L,1L,Non-Saudi Non-Arab_W_Male,Non-Saudi Non-Arab_W_Male_1L,Non-Saudi Non-Arab_W_Male_1L_CA,CA,0,0,2,1,0,1,0,0
2321802,23218,2,Ms. B,Wife,Female,34,Non-Saudi Non-Arab,India,Yes,House Person,,,No License,No,No Problem,Never,2321802,25-34,NW,4,1,Car_Av,CA,1,2,1,L,1L,Non-Saudi Non-Arab_NW_Female,Non-Saudi Non-Arab_NW_Female_1L,Non-Saudi Non-Arab_NW_Female_1L_CA,NCA,0,0,1,1,0,0,0,0
2321803,23218,3,Mr. C,Son/Daughter,Male,4,Non-Saudi Non-Arab,India,no,Child not at nursery,,,No License,,No Problem,,2321803,<=5,NW,4,1,Car_Av,NCA,0,0,0,L,1L,Non-Saudi Non-Arab_NW_Male,Non-Saudi Non-Arab_NW_Male_1L,Non-Saudi Non-Arab_NW_Male_1L_NCA,NCA,0,0,0,0,0,0,0,0
2210101,22101,1,Mr. A,Head of Household,Male,34-44,Saudi,,Yes,Full Time Employed,Offices - government,Car as Driver,Car Only,No,No Problem,Always,2210101,34-44,W,8,3,Car_Av,CA,1,2,1,H,3H,Saudi_W_Male,Saudi_W_Male_3H,Saudi_W_Male_3H_CA,CA,0,0,1,0,0,1,0,0
2210102,22101,2,Ms. B,Wife,Female,25-34,Saudi,,broke in the leg,House Person,,,No License,No,No Problem,Sometimes,2210102,25-34,NW,8,3,Car_Av,NCA,0,0,0,H,3H,Saudi_NW_Female,Saudi_NW_Female_3H,Saudi_NW_Female_3H_NCA,NCA,0,0,0,0,0,0,0,0
2210103,22101,3,Mr. C,Son/Daughter,Male,25-34,Saudi,,Yes,Unemployed,,,Car Only,No,No Problem,Always,2210103,25-34,NW,8,3,Car_Av,CA,1,2,1,H,3H,Saudi_NW_Male,Saudi_NW_Male_3H,Saudi_NW_Male_3H_CA,CA,0,0,1,0,1,0,0,0
2210104,22101,4,Mr. D,Son/Daughter,Male,18-24,Saudi,,Yes,Student - University: Full-Time (does not work),,,Car Only,No,No Problem,Always,2210104,18-24,S,8,3,Car_Av,CA,1,2,1,H,3H,Saudi_S_Male,Saudi_S_Male,Saudi_S_Male_CA,CA,0,1,1,0,0,0,0,0
2210105,22101,5,Mr. E,Son/Daughter,Male,18-24,Saudi,,Yes,Unemployed,,,Car Only,No,No Problem,Sometimes,2210105,18-24,NW,8,3,Car_Av,NCA,1,2,1,H,3H,Saudi_NW_Male,Saudi_NW_Male_3H,Saudi_NW_Male_3H_NCA,NCA,0,0,1,1,0,0,0,0
2210106,22101,6,Ms. F,Son/Daughter,Female,Dec-15,Saudi,,Yes,Student - Primary School,,School Bus,No License,No,No Problem,Always,2210106,Dec-15,SP,8,3,Car_Av,CA,1,2,1,H,3H,Saudi_SP_Female,Saudi_SP_Female,Saudi_SP_Female_CA,CA,0,1,1,0,0,0,0,0
2260201,22602,1,Mr. A,Head of Household,Male,45-54,Saudi,,Yes,Full Time Employed,Offices - government,Car as Driver,Car Only,No,No Problem,Always,2260201,45-54,W,8,1,Car_Av,CA,3,6,1,H,3H,Saudi_W_Male,Saudi_W_Male_3H,Saudi_W_Male_3H_CA,CA,0,0,3,1,1,1,0,0
2260202,22602,2,Ms. B,Wife,Female,34-44,Saudi,,Yes,Full Time Employed,personal office,Car as Passenger,No License,No,No Problem,Sometimes,2260202,34-44,W,8,1,Car_Av,CA,3,6,1,H,3H,Saudi_W_Female,Saudi_W_Female_3H,Saudi_W_Female_3H_CA,CA,0,0,3,1,1,1,0,0
2260203,22602,3,Mr. C,Son/Daughter,Male,16-17,Saudi,,Yes,Student - Secondary School,,School Bus,No License,No,No Problem,Sometimes,2260203,16-17,SS,8,1,Car_Av,CA,2,4,1,H,3H,Saudi_SS_Male,Saudi_SS_Male,Saudi_SS_Male_CA,NCA,0,1,2,1,0,0,0,0
2260204,22602,4,Mr. D,Son/Daughter,Male,Dec-15,Saudi,,Yes,Student - Primary School,,School Bus,No License,No,No Problem,Sometimes,2260204,Dec-15,SP,8,1,Car_Av,CA,2,4,1,H,3H,Saudi_SP_Male,Saudi_SP_Male,Saudi_SP_Male_CA,NCA,0,1,2,1,0,0,0,0
2260205,22602,5,Ms. E,Son/Daughter,Female,06-Nov,Saudi,,Yes,Student - Elementary School,,School Bus,No License,No,No Problem,Never,2260205,06-Nov,SP,8,1,Car_Av,CA,2,4,1,H,3H,Saudi_SP_Female,Saudi_SP_Female,Saudi_SP_Female_CA,NCA,0,1,2,1,0,0,0,0
2039901,20399,1,Ms. A,Wife,Female,25-34,Saudi,,Yes,Full Time Employed,personal office,Car as Passenger,Car Only,No,No Problem,Always,2039901,25-34,W,5,1,Car_Av,CA,3,6,1,M,2M,Saudi_W_Female,Saudi_W_Female_2M,Saudi_W_Female_2M_CA,CA,0,0,3,2,0,1,0,0
2039902,20399,2,Mr. B,Head of Household,Male,25-34,Saudi,,Yes,Full Time Employed,Offices - government,Car as Driver,Car Only,No,No Problem,Always,2039902,25-34,W,5,1,Car_Av,CA,1,2,1,M,2M,Saudi_W_Male,Saudi_W_Male_2M,Saudi_W_Male_2M_CA,CA,0,0,1,1,0,0,0,0
2039903,20399,3,Mr. C,Son/Daughter,Male,2,Saudi,,no,Child not at nursery,,,No License,,No Problem,,2039903,<=5,NW,5,1,Car_Av,NCA,0,0,0,M,2M,Saudi_NW_Male,Saudi_NW_Male_2M,Saudi_NW_Male_2M_NCA,NCA,0,0,0,0,0,0,0,0
2136201,21362,1,Mr. A,Head of Household,Male,35,Saudi,,Yes,Full Time Employed,military,Car as Driver,Car Only,No,No Problem,Always,2136201,34-44,W,7,1,Car_Av,CA,2,4,1,M,2M,Saudi_W_Male,Saudi_W_Male_2M,Saudi_W_Male_2M_CA,CA,0,0,2,1,0,1,0,0
2136202,21362,2,Ms. B,Wife,Female,32,Saudi,,housewife,Unemployed,,,No License,No,No Problem,Never,2136202,25-34,NW,7,1,Car_Av,NCA,0,0,0,M,2M,Saudi_NW_Female,Saudi_NW_Female_2M,Saudi_NW_Female_2M_NCA,NCA,0,0,0,0,0,0,0,0
2042801,20428,1,Mr. A,Head of Household,Male,30,Non-Saudi Arab,Yemen,Yes,Full Time Employed,Transport - port / port,Car as Driver,Car Only,No,No Problem,Always,2042801,25-34,W,9,2,Car_Av,CA,2,6,1,H,3H,Non-Saudi Arab_W_Male,Non-Saudi Arab_W_Male_3H,Non-Saudi Arab_W_Male_3H_CA,CA,0,0,2,1,0,3,0,0
